effect,eta_sq,eta_sq_pct,omega_sq,omega_sq_pct
C(case),0.28267853157129497,28.267853157129498,0.25461400054540695,25.461400054540697
C(version),0.002793550789288455,0.2793550789288455,-0.00784640418973541,-0.784640418973541
C(case):C(version),0.036229675386449146,3.6229675386449145,-0.01708836723615257,-1.708836723615257
